Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       1/247         std::__detail::_Map_base<TokType, std::pair<TokType const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<TokType const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<TokType>, std::hash<TokType>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](TokType const&) [64]
                0.00    0.00       1/1           StartFunction::StartFunction(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [251]
                0.00    0.00       1/1           EndFunction::EndFunction(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [246]
                                   1             Translator::visit(BlockNode&) <cycle 1> [154]
-----------------------------------------------
                0.00    0.00       1/1           Translator::visit(DeclarationNode&) [134]
[242]    0.0    0.00    0.00       1         Translator::visit(SubscriptNode&) [242]
                0.00    0.00       2/10          Translator::visit(IdNode&) [103]
                0.00    0.00       2/32          Translator::dispatch(Node*) [79]
                0.00    0.00       2/6           std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > >::vector(std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > const&) [130]
                0.00    0.00       2/25          void std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > >::_M_range_insert<__gnu_cxx::__normal_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>*, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > > >(__gnu_cxx::__normal_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>*, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > >, __gnu_cxx::__normal_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>*, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > >, __gnu_cxx::__normal_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>*, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > >, std::forward_iterator_tag) [80]
                0.00    0.00       1/41          std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > >::operator=(std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > const&) [73]
                0.00    0.00       1/36          void std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > >::_M_realloc_insert<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> >(__gnu_cxx::__normal_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>*, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>&&) [76]
                0.00    0.00       1/19          void std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > >::emplace_back<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>&&) [89]
-----------------------------------------------
                0.00    0.00       1/1           Translator::visit(ForNode&) <cycle 1> [244]
[243]    0.0    0.00    0.00       1         Translator::visit(AssignmentNode&) [243]
                0.00    0.00       3/32          Translator::dispatch(Node*) [79]
                0.00    0.00       2/2           Translator::visit(BinopNode&) [170]
                0.00    0.00       2/6           std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > >::vector(std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > const&) [130]
                0.00    0.00       2/25          void std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > >::_M_range_insert<__gnu_cxx::__normal_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>*, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > > >(__gnu_cxx::__normal_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>*, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > >, __gnu_cxx::__normal_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>*, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > >, __gnu_cxx::__normal_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>*, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > >, std::forward_iterator_tag) [80]
                0.00    0.00       1/21          IdNode::id() const [83]
                0.00    0.00       1/10          Translator::visit(IdNode&) [103]
                0.00    0.00       1/41          std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > >::operator=(std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > const&) [73]
-----------------------------------------------
                                   1             Translator::visit(BlockNode&) <cycle 1> [154]
[244]    0.0    0.00    0.00       1         Translator::visit(ForNode&) <cycle 1> [244]
                0.00    0.00      25/247         std::__detail::_Map_base<TokType, std::pair<TokType const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<TokType const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<TokType>, std::hash<TokType>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](TokType const&) [64]
                0.00    0.00       8/13          IdNode::IdNode(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [95]
                0.00    0.00       6/19          void std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > >::emplace_back<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>&&) [89]
                0.00    0.00       5/32          Translator::dispatch(Node*) [79]
                0.00    0.00       5/25          void std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > >::_M_range_insert<__gnu_cxx::__normal_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>*, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > > >(__gnu_cxx::__normal_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>*, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > >, __gnu_cxx::__normal_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>*, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > >, __gnu_cxx::__normal_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>*, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > >, std::forward_iterator_tag) [80]
                0.00    0.00       4/5           DeclarationNode::DeclarationNode(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, TypeNode*, Node*) [136]
                0.00    0.00       3/5           Translator::visit(DeclarationNode&) [134]
                0.00    0.00       2/5           NumberNode::NumberNode(int) [133]
                0.00    0.00       2/6           std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > >::vector(std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > const&) [130]
                0.00    0.00       2/2           LeaveScope::LeaveScope(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [168]
                0.00    0.00       1/4           CallNode::CallNode(Node*, std::vector<Node*, std::allocator<Node*> > const&) [148]
                0.00    0.00       1/1           BoolOpNode::BoolOpNode(BoolOp, Node*, Node*) [234]
                0.00    0.00       1/1           Translator::visit(BoolOpNode&) [240]
                0.00    0.00       1/1           EnterScope::EnterScope(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [238]
                0.00    0.00       1/1           JumpIfFalseInst::JumpIfFalseInst(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [260]
                0.00    0.00       1/1           SubscriptNode::SubscriptNode(Node*, std::vector<Node*, std::allocator<Node*> >) [253]
                0.00    0.00       1/1           BinopNode::BinopNode(OpType, Node*, Node*) [278]
                0.00    0.00       1/1           AssignmentNode::AssignmentNode(Node*, Node*) [255]
                0.00    0.00       1/1           Translator::visit(AssignmentNode&) [243]
                0.00    0.00       1/1           JumpInst::JumpInst(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [277]
                0.00    0.00       1/36          void std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > >::_M_realloc_insert<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> >(__gnu_cxx::__normal_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>*, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>&&) [76]
                0.00    0.00       1/41          std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > >::operator=(std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > const&) [73]
                0.00    0.00       1/1           void std::vector<Node*, std::allocator<Node*> >::_M_realloc_insert<Node*>(__gnu_cxx::__normal_iterator<Node**, std::vector<Node*, std::allocator<Node*> > >, Node*&&) [295]
                                   1             Translator::visit(BlockNode&) <cycle 1> [154]
-----------------------------------------------
                0.00    0.00       1/1           compile_and_run(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [1]
[245]    0.0    0.00    0.00       1         Translator::Translator() [245]
-----------------------------------------------
                0.00    0.00       1/1           Translator::visit(FunctionNode&) <cycle 1> [241]
[246]    0.0    0.00    0.00       1         EndFunction::EndFunction(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [246]
-----------------------------------------------
                0.00    0.00       1/1           list_len(std::unordered_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::unordered_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<Instruction*, std::allocator<Instruction*> >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Instruction*, std::allocator<Instruction*> > > > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unordered_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<Instruction*, std::allocator<Instruction*> >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Instruction*, std::allocator<Instruction*> > > > > > > >&, ObjectStack&, Environment*) [231]
[247]    0.0    0.00    0.00       1         ObjectStack::pop_list() [247]
-----------------------------------------------
                0.00    0.00       1/1           compile_and_run(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [1]
[248]    0.0    0.00    0.00       1         ObjectStack::ObjectStack() [248]
-----------------------------------------------
                0.00    0.00       1/1           Checker::visit(DeclarationNode&) [270]
[249]    0.0    0.00    0.00       1         SymbolTable::declared(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [249]
                0.00    0.00       1/4           std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, TypeNode*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, TypeNode*> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [150]
-----------------------------------------------
                0.00    0.00       1/1           Parser::parse_function_definition() [264]
[250]    0.0    0.00    0.00       1         FunctionNode::FunctionNode(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::vector<TypeNode*, std::allocator<TypeNode*> >, TypeNode*, BlockNode*) [250]
                0.00    0.00       1/2           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::operator=(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [184]
-----------------------------------------------
                0.00    0.00       1/1           Translator::visit(FunctionNode&) <cycle 1> [241]
[251]    0.0    0.00    0.00       1         StartFunction::StartFunction(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [251]
-----------------------------------------------
                0.00    0.00       1/1           Translator::dispatch(Node*) [79]
[252]    0.0    0.00    0.00       1         SubscriptNode::sub() [252]
-----------------------------------------------
                0.00    0.00       1/1           Translator::visit(ForNode&) <cycle 1> [244]
[253]    0.0    0.00    0.00       1         SubscriptNode::SubscriptNode(Node*, std::vector<Node*, std::allocator<Node*> >) [253]
-----------------------------------------------
                0.00    0.00       1/1           Translator::dispatch(Node*) [79]
[254]    0.0    0.00    0.00       1         AssignmentNode::assign() [254]
-----------------------------------------------
                0.00    0.00       1/1           Translator::visit(ForNode&) <cycle 1> [244]
[255]    0.0    0.00    0.00       1         AssignmentNode::AssignmentNode(Node*, Node*) [255]
-----------------------------------------------
                0.00    0.00       1/1           GlobalProcessor::GlobalProcessor(std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin> > >&) [259]
[256]    0.0    0.00    0.00       1         GlobalProcessor::add_builtins(std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin> > >&) [256]
                0.00    0.00      12/13          FunctionTable::add(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, FunctionTypeNode&) [93]
-----------------------------------------------
                0.00    0.00       1/1           GlobalProcessor::visit(BlockNode&) [258]
[257]    0.0    0.00    0.00       1         GlobalProcessor::visit(FunctionNode&) [257]
                0.00    0.00       1/77          ObjectTypeNode::clone() const [66]
                0.00    0.00       1/45          FunctionTypeNode::FunctionTypeNode(std::vector<TypeNode*, std::allocator<TypeNode*> > const&, TypeNode*) [72]
                0.00    0.00       1/4           ClassTable::declared(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [143]
                0.00    0.00       1/20          std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, FunctionTypeNode*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, FunctionTypeNode*> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [87]
                0.00    0.00       1/13          FunctionTable::add(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, FunctionTypeNode&) [93]
                0.00    0.00       1/1           FunctionTypeNode::~FunctionTypeNode() [261]
-----------------------------------------------
                0.00    0.00       1/1           compile_and_run(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [1]
[258]    0.0    0.00    0.00       1         GlobalProcessor::visit(BlockNode&) [258]
                0.00    0.00       1/3           FunctionNode::func() const [164]
                0.00    0.00       1/1           GlobalProcessor::visit(FunctionNode&) [257]
-----------------------------------------------
                0.00    0.00       1/1           compile_and_run(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [1]
[259]    0.0    0.00    0.00       1         GlobalProcessor::GlobalProcessor(std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin> > >&) [259]
                0.00    0.00      37/145         ObjectTypeNode::ObjectTypeNode(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<TypeNode*, std::allocator<TypeNode*> > const&) [65]
                0.00    0.00      14/45          FunctionTypeNode::FunctionTypeNode(std::vector<TypeNode*, std::allocator<TypeNode*> > const&, TypeNode*) [72]
                0.00    0.00       5/5           void std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin> > >::_M_realloc_insert<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin> >(__gnu_cxx::__normal_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin>*, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin> > > >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin>&&) [142]
                0.00    0.00       1/3           SymbolTable::SymbolTable(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, SymbolTable*) [156]
                0.00    0.00       1/1           GlobalProcessor::add_builtins(std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin> > >&) [256]
-----------------------------------------------
                0.00    0.00       1/1           Translator::visit(ForNode&) <cycle 1> [244]
[260]    0.0    0.00    0.00       1         JumpIfFalseInst::JumpIfFalseInst(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [260]
-----------------------------------------------
                0.00    0.00       1/1           GlobalProcessor::visit(FunctionNode&) [257]
[261]    0.0    0.00    0.00       1         FunctionTypeNode::~FunctionTypeNode() [261]
                0.00    0.00       1/36          ObjectTypeNode::~ObjectTypeNode() [75]
-----------------------------------------------
                0.00    0.00       1/1           compile_and_run(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [1]
[262]    0.0    0.00    0.00       1         Parser::parse_program() [262]
                0.00    0.00       1/3           BlockNode::BlockNode(std::vector<Node*, std::allocator<Node*> >) [162]
                0.00    0.00       1/1           Parser::parse_function_definition() [264]
-----------------------------------------------
                                   1             Parser::parse_possibly_empty_block() <cycle 3> [176]
[263]    0.0    0.00    0.00       1         Parser::parse_for_loop() <cycle 3> [263]
                0.00    0.00       3/17          Parser::expect_token(TokType) [90]
                0.00    0.00       1/3           Parser::parse_ternary() <cycle 2> [110]
                0.00    0.00       1/1           ForNode::ForNode(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, Node*, BlockNode*) [274]
                                   1             Parser::parse_possibly_empty_block() <cycle 3> [176]
-----------------------------------------------
                0.00    0.00       1/1           Parser::parse_program() [262]
[264]    0.0    0.00    0.00       1         Parser::parse_function_definition() [264]
                0.00    0.00       3/17          Parser::expect_token(TokType) [90]
                0.00    0.00       1/145         ObjectTypeNode::ObjectTypeNode(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<TypeNode*, std::allocator<TypeNode*> > const&) [65]
                0.00    0.00       1/1           Parser::parse_possibly_empty_block() <cycle 3> [176]
                0.00    0.00       1/1           FunctionNode::FunctionNode(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::vector<TypeNode*, std::allocator<TypeNode*> >, TypeNode*, BlockNode*) [250]
-----------------------------------------------
                0.00    0.00       1/1           Parser::parse_possibly_empty_block() <cycle 3> [176]
[265]    0.0    0.00    0.00       1         Parser::parse_variable_declaration() [265]
                0.00    0.00       3/17          Parser::expect_token(TokType) [90]
                0.00    0.00       1/3           Parser::parse_ternary() <cycle 2> [110]
                0.00    0.00       1/5           DeclarationNode::DeclarationNode(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, TypeNode*, Node*) [136]
-----------------------------------------------
                0.00    0.00       1/1           Parser::parse_possibly_empty_block() <cycle 3> [176]
[266]    0.0    0.00    0.00       1         Parser::parse_assignment_or_expression() [266]
                0.00    0.00       1/3           Parser::parse_ternary() <cycle 2> [110]
-----------------------------------------------
                0.00    0.00       1/1           compile_and_run(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [1]
[267]    0.0    0.00    0.00       1         Parser::Parser(std::vector<Token, std::allocator<Token> >&) [267]
                0.00    0.00       1/1           std::vector<Token, std::allocator<Token> >::operator=(std::vector<Token, std::allocator<Token> > const&) [294]
                0.00    0.00       1/4           Token::Token() [145]
-----------------------------------------------
                                   1             Checker::dispatch(Node*) <cycle 5> [104]
[268]    0.0    0.00    0.00       1         Checker::visit(MemberNode&) <cycle 5> [268]
                0.00    0.00       2/21          IdNode::id() const [83]
                0.00    0.00       2/4           ClassTable::declared(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [143]
                0.00    0.00       2/20          SymbolInfo::type() [85]
                0.00    0.00       2/7           FunctionTypeNode::~FunctionTypeNode() [108]
